Subject: [febio-test] Cron FEBio test: cibc-rd7
From: scirun-tester@sci.utah.edu
Date: 12/6/2012 6:59 AM
To: febio-test@sci.utah.edu

host = cibc-rd7
opsys = AMD64
['pardiso', 'bp04', 'Normal', 400, 668, 1068, 400, 568076L, 0L, 0, 0]
['pardiso', 'bp10', 'Normal', 10, 37, 52, 37, 159764L, 0L, 0, 0]
['pardiso', 'bp11', 'Normal', 28, 76, 104, 76, 75148L, 0L, 0, 0]
['pardiso', 'bp12', 'Normal', 28, 84, 112, 84, 75148L, 0L, 0, 0]
['pardiso', 'bp13', 'Normal', 28, 73, 101, 73, 75236L, 0L, 0, 0]
['pardiso', 'bp14', 'Normal', 28, 98, 160, 98, 75236L, 0L, 0, 0]
['pardiso', 'bp15', 'Normal', 84, 279, 383, 279, 408208L, 0L, 0, 0]
['pardiso', 'bp16', 'Normal', 65, 193, 259, 193, 322904L, 0L, 0, 0]
['pardiso', 'bp17', 'Normal', 35, 212, 298, 212, 2613380L, 0L, 0, 0]
['pardiso', 'bp18', 'Normal', 400, 837, 1237, 400, 568076L, 0L, 0, 0]
['pardiso', 'bp19', 'Normal', 62, 196, 258, 62, 7865884L, 0L, 0, 0]
['pardiso', 'bs01', 'Normal', 28, 32, 70, 32, 97520L, 0L, 0, 0]
['pardiso', 'bs04', 'Normal', 105, 200, 305, 200, 2876780L, 0L, 0, 0]
['pardiso', 'bs05', 'Normal', 71, 203, 277, 203, 468064L, 0L, 0, 0]
['pardiso', 'co01', 'Normal', 10, 20, 30, 10, 4948L, 0L, 0, 0]
['pardiso', 'co02', 'Normal', 6, 31, 44, 7, 41952L, 0L, 0, 0]
['pardiso', 'co04', 'Normal', 40, 334, 425, 46, 1128416L, 0L, 0, 0]
['pardiso', 'co07', 'Normal', 40, 201, 335, 201, 2317748L, 0L, 0, 0]
['pardiso', 'co08', 'Normal', 12, 105, 190, 18, 37600L, 0L, 0, 0]
['pardiso', 'co09', 'Normal', 11, 71, 118, 13, 286812L, 0L, 0, 0]
['pardiso', 'co10', 'Normal', 10, 48, 74, 10, 261736L, 0L, 0, 0]
['pardiso', 'co11', 'Normal', 34, 406, 540, 63, 990196L, 130L, 0, 0]
